"Year","Value","Products.and.product.groups"
1993,77.9,"Purchase of recreational vehicles and outboard motors"
1993,80.7,"Operation of recreational vehicles"
1993,104.5,"Home entertainment equipment, parts and services"
1993,127.2,"Audio equipment"
1993,142.2,"Video equipment"
1993,72.9,"Rental of digital media"
1993,94.6,"Other home entertainment equipment, parts and services"
1993,69.4,"Travel services"
1993,78.9,"Traveller accommodation"
1993,57.7,"Travel tours"
1993,70.7,"Other cultural and recreational services"
1993,68.7,"Spectator entertainment (excluding video and audio subscription services)"
1993,65.2,"Video and audio subscription services"
1993,77.2,"Use of recreational facilities and services"
1993,64.2,"Education and reading"
1993,59.9,"Education"
1993,52.9,"Tuition fees"
1993,82.4,"Other lessons, courses and education services"
1993,74.5,"Reading material (excluding textbooks)"
1993,74.6,"Newspapers"
1993,70.9,"Magazines and periodicals"
1993,76.8,"Books and reading material (excluding textbooks)"
1993,82.2,"Alcoholic beverages, tobacco products and recreational cannabis"
1993,85.7,"Alcoholic beverages"
1993,86.1,"Alcoholic beverages served in licensed establishments"
1993,86.2,"Beer served in licensed establishments"
1993,84.4,"Liquor served in licensed establishments"
1993,85.5,"Alcoholic beverages purchased from stores"
1993,80.5,"Beer purchased from stores"
1993,87.1,"Wine purchased from stores"
1993,94.5,"Liquor purchased from stores"
1993,88.4,"Tobacco products and smokers' supplies"
1993,89,"Cigarettes"
1993,85.3,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
1993,85.2,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
1993,85.7,"All-items excluding food"
1993,86.8,"All-items excluding food and energy"
1993,84.4,"All-items excluding mortgage interest cost"
1993,85.1,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
1993,85.6,"All-items excluding alcoholic beverages and recreational cannabis"
1993,85.2,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
1993,84.2,"All-items excluding shelter"
1993,86.3,"All-items excluding energy"
1993,82.3,"Food and energy"
1993,89,"Fresh fruit and vegetables"
1993,78.1,"Energy"
1993,88.7,"Housing (1986 definition)"
1993,88.7,"Shelter (1986 definition)"
1993,85.6,"Goods and services"
1993,87.8,"Goods"
1993,92.5,"Durable goods"
1993,93.4,"Semi-durable goods"
1993,85.2,"Non-durable goods"
1993,84.9,"Non-durable goods excluding food purchased from stores"
1993,89.9,"Non-durable goods excluding food purchased from stores and energy"
1993,88.9,"Goods excluding food purchased from stores"
1993,92,"Goods excluding food purchased from stores and energy"
1993,83.1,"Services"
1993,76.8,"Services excluding shelter services"
1994,85.7,"All-items"
1994,84.9,"Food"
1994,85,"Food purchased from stores"
1994,81.9,"Meat"
1994,82.1,"Fresh or frozen meat (excluding poultry)"
1994,80,"Fresh or frozen beef"
1994,89,"Fresh or frozen pork"
1994,83.7,"Other fresh or frozen meat (excluding poultry)"
1994,82.8,"Fresh or frozen poultry"
1994,83.1,"Fresh or frozen chicken"
1994,80.1,"Other fresh or frozen poultry"
1994,81.2,"Processed meat"
1994,71.7,"Ham and bacon"
1994,87.1,"Other processed meat"
1994,85.1,"Fish, seafood and other marine products"
1994,86.7,"Fish"
1994,82.2,"Fresh or frozen fish (including portions and fish sticks)"
1994,96.1,"Canned and other preserved fish"
1994,81.1,"Seafood and other marine products"
1994,82.7,"Dairy products and eggs"
1994,83.4,"Dairy products"
1994,84,"Fresh milk"
1994,79.4,"Butter"
1994,84.4,"Cheese"
1994,84,"Ice cream and related products"
1994,80.9,"Other dairy products"
1994,75.6,"Eggs"
1994,85,"Bakery and cereal products (excluding baby food)"
1994,85.1,"Bakery products"
1994,84.1,"Bread, rolls and buns"
1994,89,"Cookies and crackers"
1994,84.4,"Other bakery products"
1994,84.3,"Cereal products (excluding baby food)"
1994,86.8,"Rice and rice-based mixes"
1994,84.5,"Breakfast cereal and other cereal products (excluding baby food)"
1994,84.8,"Pasta products"
1994,80.6,"Flour and flour-based mixes"
1994,87.9,"Fruit, fruit preparations and nuts"
1994,87.3,"Fresh fruit"
1994,72.8,"Apples"
1994,73.4,"Oranges"
1994,102,"Bananas"
1994,96.8,"Other fresh fruit"
1994,88.9,"Preserved fruit and fruit preparations"
1994,90,"Fruit juices"
1994,86.6,"Other preserved fruit and fruit preparations"
1994,90.4,"Nuts and seeds"
1994,86.3,"Vegetables and vegetable preparations"
1994,84.3,"Fresh vegetables"
1994,73.8,"Potatoes"
1994,78.8,"Tomatoes"
1994,93.9,"Lettuce"
1994,91.9,"Other fresh vegetables"
1994,93.1,"Preserved vegetables and vegetable preparations"
1994,87.9,"Frozen and dried vegetables"
1994,95.9,"Canned vegetables and other vegetable preparations"
1994,88.4,"Other food products and non-alcoholic beverages"
1994,76.6,"Sugar and confectionery"
1994,68,"Sugar and syrup"
1994,81.6,"Confectionery"
1994,81.8,"Edible fats and oils"
1994,80.2,"Margarine"
1994,84.8,"Other edible fats and oils"
1994,92.9,"Coffee and tea"
1994,97.9,"Coffee"
1994,80.5,"Tea"
1994,84.6,"Condiments, spices and vinegars"
1994,89.8,"Other food preparations"
1994,93.9,"Soup"
1994,90.5,"Baby foods"
1994,96.5,"Frozen food preparations"
1994,86.3,"All other food preparations"
1994,101,"Non-alcoholic beverages"
1994,84.1,"Food purchased from restaurants"
1994,82.2,"Food purchased from table-service restaurants"
1994,88.3,"Food purchased from fast food and take-out restaurants"
1994,89.4,"Shelter"
1994,89.9,"Rented accommodation"
1994,90.1,"Rent"
1994,84.7,"Tenants' insurance premiums"
1994,84.1,"Tenants' maintenance, repairs and other expenses"
1994,92.3,"Owned accommodation"
1994,103.4,"Mortgage interest cost"
1994,88.5,"Homeowners' replacement cost"
1994,90.5,"Property taxes and other special charges"
1994,79.3,"Homeowners' home and mortgage insurance"
1994,80.8,"Homeowners' maintenance and repairs"
1994,80.1,"Water, fuel and electricity"
1994,87.7,"Electricity"
1994,79.5,"Water"
1994,66.7,"Natural gas"
1994,76.2,"Fuel oil and other fuels"
1994,88.9,"Household operations, furnishings and equipment"
1994,86.3,"Household operations"
1994,85.5,"Communications"
1994,86,"Telephone services"
1994,79,"Postal and other communications services"
1994,90.9,"Child care and housekeeping services"
1994,93,"Child care services"
1994,84.7,"Housekeeping services"
1994,91.7,"Household cleaning products"
1994,92.9,"Detergents and soaps (other than personal care)"
1994,90.7,"Other household cleaning products"
1994,76.8,"Paper, plastic and aluminum foil supplies"
1994,75.5,"Paper supplies"
1994,83.2,"Plastic and aluminum foil supplies"
1994,87.2,"Other household goods and services"
1994,87.1,"Pet food and supplies"
1994,83,"Seeds, plants and cut flowers"
1994,88.1,"Other horticultural goods"
1994,106.1,"Other household supplies"
1994,93.3,"Household furnishings and equipment"
1994,91.4,"Furniture and household textiles"
1994,91.6,"Furniture"
1994,93.2,"Upholstered furniture"
1994,86,"Wooden furniture"
1994,90.8,"Household textiles"
1994,95.4,"Window coverings"
1994,91.7,"Bedding and other household textiles"
1994,75.9,"Area rugs and mats"
1994,98.5,"Household equipment"
1994,99.3,"Household appliances"
1994,102.5,"Cooking appliances"
1994,100.9,"Refrigerators and freezers"
1994,97,"Laundry and dishwashing appliances"
1994,97.5,"Other household appliances"
1994,89.8,"Non-electric kitchen utensils, tableware and cookware"
1994,99.6,"Household tools (including lawn, garden and snow removal equipment)"
1994,80.6,"Services related to household furnishings and equipment"
1994,96.8,"Clothing and footwear"
1994,97.8,"Clothing"
1994,98.3,"Women's clothing"
1994,96.6,"Men's clothing"
1994,99.6,"Children's clothing"
1994,98.2,"Footwear"
1994,91.5,"Women's footwear (excluding athletic)"
1994,94.9,"Men's footwear (excluding athletic)"
1994,115.2,"Athletic footwear"
1994,98.2,"Clothing accessories, watches and jewellery"
1994,95.7,"Leather clothing accessories"
1994,96.9,"Watches"
1994,100.6,"Jewellery"
1994,86.2,"Clothing material, notions and services"
1994,92.1,"Clothing material and notions"
1994,88,"Laundry services"
1994,85.9,"Dry cleaning services"
1994,80,"Other clothing services"
1994,80.2,"Transportation"
1994,81.6,"Private transportation"
1994,88.2,"Purchase, leasing and rental of passenger vehicles"
1994,88.1,"Purchase and leasing of passenger vehicles"
1994,88.1,"Purchase of passenger vehicles"
1994,84.6,"Rental of passenger vehicles"
1994,77.9,"Operation of passenger vehicles"
1994,76.5,"Gasoline"
1994,86,"Passenger vehicle parts, maintenance and repairs"
1994,89.9,"Passenger vehicle parts, accessories and supplies"
1994,84.1,"Passenger vehicle maintenance and repair services"
1994,75.3,"Other passenger vehicle operating expenses"
1994,73.5,"Passenger vehicle insurance premiums"
1994,88.8,"Passenger vehicle registration fees"
1994,93.8,"Drivers' licences"
1994,78.8,"Parking fees"
1994,89.1,"All other passenger vehicle operating expenses"
1994,66.8,"Public transportation"
1994,76.7,"Local and commuter transportation"
1994,74.5,"City bus and subway transportation"
1994,85.4,"Taxi and other local and commuter transportation services"
1994,61.1,"Inter-city transportation"
1994,59.3,"Air transportation"
1994,72.2,"Rail, highway bus and other inter-city transportation"
1994,89.7,"Health and personal care"
1994,86.8,"Health care"
1994,91.9,"Health care goods"
1994,90.1,"Medicinal and pharmaceutical products"
1994,90.5,"Prescribed medicines (excluding medicinal cannabis)"
1994,89.2,"Non-prescribed medicines"
1994,94.7,"Eye care goods"
1994,98.7,"Other health care goods"
1994,80.6,"Health care services"
1994,81.7,"Dental care services"
1994,92.2,"Personal care"
1994,96.7,"Personal care supplies and equipment"
1994,108,"Personal soap"
1994,96.4,"Toiletry items and cosmetics"
1994,114,"Oral-hygiene products"
1994,90.3,"Other personal care supplies and equipment"
1994,85.5,"Personal care services"
1994,83.5,"Recreation, education and reading"
1994,89.3,"Recreation"
1994,138.4,"Recreational equipment and services (excluding recreational vehicles)"
1994,96.9,"Sporting and exercise equipment"
1994,101.4,"Toys, games (excluding video games) and hobby supplies"
1994,126.8,"Photographic equipment and supplies"
1994,100.8,"Recreational services"
1994,81.4,"Purchase and operation of recreational vehicles"
1994,82.1,"Purchase of recreational vehicles and outboard motors"
1994,81,"Operation of recreational vehicles"
1994,103.4,"Home entertainment equipment, parts and services"
1994,127.6,"Audio equipment"
1994,139.3,"Video equipment"
1994,73.7,"Rental of digital media"
1994,96.2,"Other home entertainment equipment, parts and services"
1994,71.4,"Travel services"
1994,81.4,"Traveller accommodation"
1994,59.1,"Travel tours"
1994,73.2,"Other cultural and recreational services"
1994,69.7,"Spectator entertainment (excluding video and audio subscription services)"
1994,70.1,"Video and audio subscription services"
1994,79.1,"Use of recreational facilities and services"
1994,67.7,"Education and reading"
1994,64,"Education"
1994,57.8,"Tuition fees"
1994,84.6,"Other lessons, courses and education services"
1994,76.9,"Reading material (excluding textbooks)"
1994,76.8,"Newspapers"
1994,73.7,"Magazines and periodicals"
1994,79.2,"Books and reading material (excluding textbooks)"
1994,68.8,"Alcoholic beverages, tobacco products and recreational cannabis"
1994,85.9,"Alcoholic beverages"
1994,86.7,"Alcoholic beverages served in licensed establishments"
1994,87,"Beer served in licensed establishments"
1994,85.8,"Liquor served in licensed establishments"
1994,85.5,"Alcoholic beverages purchased from stores"
1994,80.6,"Beer purchased from stores"
1994,86.2,"Wine purchased from stores"
1994,94.8,"Liquor purchased from stores"
1994,56.3,"Tobacco products and smokers' supplies"
1994,56.5,"Cigarettes"
1994,86.9,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
1994,86.8,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
1994,85.9,"All-items excluding food"
1994,86.9,"All-items excluding food and energy"
1994,84.8,"All-items excluding mortgage interest cost"
1994,86.4,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
1994,85.7,"All-items excluding alcoholic beverages and recreational cannabis"
1994,86.4,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
1994,84.3,"All-items excluding shelter"
1994,86.4,"All-items excluding energy"
1994,82.7,"Food and energy"
1994,85.8,"Fresh fruit and vegetables"
1994,78.6,"Energy"
1994,89.1,"Housing (1986 definition)"
1994,89.1,"Shelter (1986 definition)"
1994,85.7,"Goods and services"
1994,86.8,"Goods"
1994,96,"Durable goods"
1994,94.2,"Semi-durable goods"
1994,81.6,"Non-durable goods"
1994,79,"Non-durable goods excluding food purchased from stores"
1994,79.2,"Non-durable goods excluding food purchased from stores and energy"
1994,87.5,"Goods excluding food purchased from stores"
1994,90.3,"Goods excluding food purchased from stores and energy"
1994,84.5,"Services"
1994,79.1,"Services excluding shelter services"
1995,87.6,"All-items"
1995,86.9,"Food"
1995,87.3,"Food purchased from stores"
1995,82.4,"Meat"
1995,82.4,"Fresh or frozen meat (excluding poultry)"
1995,79.7,"Fresh or frozen beef"
1995,91.2,"Fresh or frozen pork"
1995,83.4,"Other fresh or frozen meat (excluding poultry)"
1995,82.2,"Fresh or frozen poultry"
1995,82.8,"Fresh or frozen chicken"
1995,78.7,"Other fresh or frozen poultry"
1995,82,"Processed meat"
1995,72.4,"Ham and bacon"
1995,87.9,"Other processed meat"
1995,88.2,"Fish, seafood and other marine products"
1995,88.9,"Fish"
1995,83.4,"Fresh or frozen fish (including portions and fish sticks)"
1995,100.7,"Canned and other preserved fish"
1995,86.6,"Seafood and other marine products"
1995,85.2,"Dairy products and eggs"
1995,85.6,"Dairy products"
1995,85.6,"Fresh milk"
1995,82.3,"Butter"
1995,86.5,"Cheese"
1995,85.1,"Ice cream and related products"
1995,84.9,"Other dairy products"
1995,81.6,"Eggs"
1995,88.6,"Bakery and cereal products (excluding baby food)"
1995,87.4,"Bakery products"
1995,86.4,"Bread, rolls and buns"
1995,91.3,"Cookies and crackers"
1995,86.4,"Other bakery products"
1995,90.5,"Cereal products (excluding baby food)"
1995,91.4,"Rice and rice-based mixes"
1995,89.9,"Breakfast cereal and other cereal products (excluding baby food)"
1995,93.9,"Pasta products"
1995,86.1,"Flour and flour-based mixes"
1995,87.5,"Fruit, fruit preparations and nuts"
1995,85.1,"Fresh fruit"
1995,73.6,"Apples"
1995,72.1,"Oranges"
1995,105.1,"Bananas"
1995,90.8,"Other fresh fruit"
1995,91.4,"Preserved fruit and fruit preparations"
1995,92.3,"Fruit juices"
1995,89.5,"Other preserved fruit and fruit preparations"
1995,92.1,"Nuts and seeds"
1995,86,"Vegetables and vegetable preparations"
1995,83.7,"Fresh vegetables"
1995,65.2,"Potatoes"
1995,72.9,"Tomatoes"
1995,107.4,"Lettuce"
1995,94,"Other fresh vegetables"
1995,93.8,"Preserved vegetables and vegetable preparations"
1995,90.6,"Frozen and dried vegetables"
1995,95.8,"Canned vegetables and other vegetable preparations"
1995,94.7,"Other food products and non-alcoholic beverages"
1995,83,"Sugar and confectionery"
1995,78,"Sugar and syrup"
1995,86.2,"Confectionery"
1995,87.8,"Edible fats and oils"
1995,85.9,"Margarine"
1995,91.2,"Other edible fats and oils"
1995,118.4,"Coffee and tea"
1995,133,"Coffee"
1995,82.8,"Tea"
1995,87.7,"Condiments, spices and vinegars"
1995,92.6,"Other food preparations"
1995,96.7,"Soup"
